"title","link","text","date","Source"
"鏗鏘集》時間在台灣的一邊","https://news.ltn.com.tw/news/opinion/paper/1321720","中共一黨專政的「中華人民共和國」過七十大壽，習皇威風閱兵，卻可能憂多於喜：上一世紀出生的怪胎，已屆共黨一黨專政的平均天年！
共黨開山祖師蘇共專政七十四年；中共的雙胞胎中國國民黨，在中國和流亡佔領台灣一黨專政七十三年；東歐共黨更不及半百便消逝；北韓金氏家族王朝，已是風燭殘年。
暮年的中共，舊病復發，內外交迫。香港人認同是中國人者不及一半，而九十趴的香港年輕世代不以當中國人為榮；全民示威反送中，觸中共建政七十年的霉頭，可能成中共內爆的導火線。
習皇編織中國夢，對新疆維吾爾、甘肅回族進行高壓漢化政策，拆除回教寺廟、禁售可蘭經，回族領袖向外媒泣訴，「我們出生、長大都是中國人，護照是中國護照，祖先是中國人，你要我們怎樣再更中國人？」
鄧小平改革走資，以改善人民生活替中共專政合理化，但現在經濟衰退，繼續專政的藉口只剩下國務院七十大慶白皮書的哭訴：如果沒有共產黨的領導，中國將走向分裂和解體。
這樣充滿不確定性，又沒有自我校正能力的國度，台灣竟有人閉著眼睛跟中共統戰調子「促統」，威脅「時間不在台灣一邊」。其實，時間在台灣民主體制的一邊。
台灣不但曾創經濟奇蹟，更創民主奇蹟，把黨國專政送終，華盛頓郵報專欄作家喬治．威爾（George Will）訪問台灣，稱讚台灣推翻冷戰時期的宿命論：它並未屈降惡鄰而芬蘭化；它的民主也沒有像泰國與菲律賓那樣脫序。
針對中國施壓要迫台灣就範，威爾主張美國應採取相應措施支持台灣。他認定中共政權將日益令人厭惡，與台灣民主成強烈對比。「時間在台灣的一邊」，美國也應站在台灣的一邊。（王景弘，資深新聞工作者）",2019-10-01,"ltn"
"不讓人民錯過「秀肌肉」中十一大閱兵前贈逾62萬台電視","https://news.ltn.com.tw/news/business/breakingnews/2931521","在中國10月1日國慶前，中國當局將每戶捐贈1台國產品牌的32英寸液晶（LCD）電視，以供觀看國慶活動。（法新社）
〔財經頻道／綜合報導〕中國將在10月1日舉行70週年國慶，屆時中國將進行近幾次閱兵中，規模最龐大的一次「十一大閱兵」，將出動1.5萬官兵、各型飛機160多架和裝備580套，而為了不讓貧困家庭錯過國慶，中國將捐贈超過62萬台國產品牌的32英寸液晶電視。
《新華網》報導，在中國10月1日國慶前，中共中央宣傳部、中央精神文明建設指導委員會辦公室、中國廣電總局、中國中央廣電總台將對超過62萬中國貧困家庭，每戶捐贈1台國產品牌的32英寸液晶（LCD）電視，以供觀看國慶活動。
而因今年為中國70週年國慶，預計「十一大閱兵」的規模將比前幾次都大，並可能展示東風四十一型（DF-41）洲際彈道飛彈、無人機等新型武器，外媒《Quartz》指出，中國當局自然不希望其國民錯過政府「秀肌肉」的機會，因此向民眾捐贈電視。
中國中央軍委聯合參謀部作戰局副局長蔡志軍日前則表示，此次閱兵的裝備皆為中國自產，目的是展示中國國防科技工業的進步，但沒有意圖，更沒有必要透過閱兵來「秀肌肉」。

",2019-09-30,"ltn"
"中國國慶前夕 香港飛鵝山現「結束一黨專政」巨型布條","https://news.ltn.com.tw/news/world/breakingnews/2931243","明日中國國慶前夕，今日香港的飛鵝山上出現巨型布條，寫上「結束一黨專政」。（圖擷取自臉書）
〔即時新聞／綜合報導〕明日為中華人民共和國建政70週年，北京將舉行大型空前大閱兵，不過，香港示威者昨（29）日甫結束抗極權大遊行，今日香港的飛鵝山上出現巨型布條，寫上「結束一黨專政」，為明日香港將舉行的「沒有國慶只有國殤」遊行，先開第一槍。
據《香港01》報導 ，昨日香港舉行「全求連線對抗極權」大遊行，警民衝突再現，亦再傳出黑警假扮示威者暴力鎮壓，在明（10月1日）日中國國慶前夕，香港警方今晨接獲，飛鵝山頂被掛上一幅大布條，上頭以黃底黑字寫上「結束一黨專政」。
請繼續往下閱讀...

報導指出，反送中運動將近四個月，早前在9月14日早上，飛鵝山山頂分別被掛上寫有「制裁黑警」及「展開獨立調查」兩幅直幡；就連香港的其他山上，也經常被掛上布條，像是「解散警隊」、「黑警才是暴徒」及「我們都是岳義士」等。",2019-09-30,"ltn"
"習近平將直對香港？林鄭最後一刻登上中共大閱兵觀禮名單","https://news.ltn.com.tw/news/world/breakingnews/2931160","香港特首林鄭月娥最後刻登上北京十一閱兵觀禮名單。（美聯）
〔即時新聞／綜合報導〕香港反送中抗爭持續3個月，已成國際矚目焦點，危及香港國際金融地位，也傳出中南海爭香港地盤而權鬥慘烈，特首林鄭月娥成為雙方夾心餅干，正臨中共十一大閱兵，是否讓林鄭出席觀禮一事讓中南海陷兩難，直到昨天才傳出登上最後一刻觀禮名單。
根據香港特區政府於昨（29）日中午發出的新聞公報，指林鄭月娥將今（30）率領由香港各界人士組成、成員超過240人的代表團前赴北京，參加慶祝中華人民共和國成立70周年活動。《博聞社》 報導，林鄭在最後一刻登上北京觀禮名單。
請繼續往下閱讀...

綜合媒體報導，本月26日晚間，林鄭月娥與150位市民舉行首場「社區對話」，但是，在會中，一名市民當面對林鄭嗆聲，今年是中共建政70周年，她卻沒有獲得出席慶祝活動的邀請，「搞到習主席恥與妳為伍」、「聽清楚，最大責任在你，你必需下台，五大訴求，缺一不可」。
《博聞社》分析，習近平對是否讓林鄭北上北京觀禮大閱兵，出現「兩難」困境，若是習近平「面對面」見林鄭，等於是向外界釋放他挺林鄭，而可能引發國慶後香港更大規模的抗議活動，甚至「一發不可收拾」，可是，若是不見，林鄭在閱兵觀禮台缺席，或可避免國慶期間香港街頭進一步失控，但釋放出習近平讓步抗爭，進而使得香港年輕人「過於膨脹和亢奮」。
香港反送中929再爆數十萬人上街爭。（彭博）",2019-09-30,"ltn"
"中共打地主？傳李嘉誠被踢出國慶閱兵觀禮名單","https://news.ltn.com.tw/news/business/breakingnews/2931149","香港首富李嘉誠傳被踢出中共十一大閱兵觀禮名單。（彭博）
〔即時新聞／綜合報導〕中共將在明天國慶，國家領導人習近平將在北京天安門廣場舉行空前大閱兵，解放軍傳重裝備盡出，以展示軍力，而正焦頭爛額的香港問題，將由特首林鄭月娥帶著逾240人的代表團前往北京，不過，傳出這份觀禮名單中沒有香港首富李嘉誠。
綜合媒體報導，香港反送中抗爭已持續3個多月，受到國際社會的矚目與支持，並惡化令香港經濟嚴重受傷，國際金融地位岌岌不保，更成為美中角力的攻防重點之一，林鄭月娥成為中南海權鬥的夾心餅干，李嘉誠更跳出來挺香港年輕人，引發中共官方大轟其「縱容犯罪」，點名他是推高香港房價的罪魁禍首，逼得李嘉誠反擊，高調向中共國企子公司「中國資源交通」追討債務，並向法院申請該集團主席曹忠破產，等於攤牌。
《博聞社》報導，這些問題導致李嘉誠受中南海嚴重不滿，被踢出「大閱兵香港觀禮團」。",2019-09-30,"ltn"
"北京嚴密維安 人、鳥統統納管","https://news.ltn.com.tw/news/world/paper/1321494","中國十一國慶前夕，北京當局嚴密維安。圖為北京市長安街一處公車站，加派警衛站崗控管。（路透檔案照）
〔編譯劉宜庭／綜合報導〕中國共產黨即將在十月一日盛大慶祝建政七十週年。國慶前夕，北京當局嚴密維安，天安門周遭每隔數十公尺就有便衣人員駐守，街道上亦有特警及武警加強巡邏；網際網路、娛樂場所遭到嚴格控管；無人機、氣球、鳥類禁入空域。
中共當局甚至連天氣都想控制，不但出動飛機實施人造雨作業，強迫市內所有建築工程停工，還禁止卡車入城、工廠排放廢氣、老百姓燃放煙火，千方百計只為了確保大閱兵時，戰鬥機能在藍天下拉出彩煙。
請繼續往下閱讀...

香港媒體報導，北京當局已收緊執法；一間在三環內的餐廳，近日因為當街擺放桌椅接客，被開罰九百人民幣（約三九八○台幣）。與此同時，中國異議人士陸續「被旅遊」或加強監控；獨立記者高瑜被國內安全保衛人員帶離北京到外地旅遊，維權人士胡佳九月先後被帶到天津、廣東中山，在警察監視下活動。六四罹難者家屬團體「天安門母親」發起人丁子霖、發言人尤維潔，遭到公安人員在其寓所外二十四小時站崗監視。北京市可說是「全城警戒」。
中國國家主席習近平十月一日擬在天安門主持大閱兵，並出席人民大會堂的文藝晚會。香港「民陣」預計十月一日舉行大規模遊行，但仍未獲港警同意，顯示警民雙方屆時恐爆發嚴重衝突。此前，港府已宣布取消維多利亞港的國慶煙火表演，並將重要儀式移至室內，以防示威者鬧場。
法新社分析，香港民主示威可能打亂中共對歡慶建政七十週年的精心策劃，戳破「一國兩制」方針的謊言；香港將向國際社會展示「獨裁中國」與「自由香港」的區別。",2019-09-30,"ltn"
"十一大閱兵 中國秀肌肉自曝野心","https://news.ltn.com.tw/news/world/paper/1321493","中國國慶大閱兵正緊鑼密鼓預演。圖為九月十四日在北京大街上駛過的飛彈發射車，上面搭載的很可能是一枚彈道飛彈。
（路透檔案照）
〔編譯茅毅／綜合報導〕十月一日為中共建政七十週年，也是中共總書記習近平掌權近七年，中國政府將在北京舉行盛大閱兵儀式。由於人民解放軍的軍力和意圖不透明，因此此次閱兵也成為一窺中國軍事企圖的良機。據外媒報導，北京當局可能會公開已服役但從未公開亮相過的東風四十一型（DF-41）洲際彈道飛彈等新型武器，凸顯北京當局遂行其對台灣、南海和其他爭議領土的權利聲索，以及挑戰美國做為區域霸權的野心。
據報導，可攜帶核彈頭、在卅分鐘內飛抵美國的東風四十一型飛彈，還有一種超音速無人機及機器人潛艇，均可能在此次閱兵中揭開神秘面紗。中國雖未公開東風四十一型詳細資訊，但美國智庫「戰略暨國際研究中心」（ＣＳＩＳ）研判，其射程可能達一．五萬公里，時速最高達廿五馬赫，最多可攜帶十個分導式多彈頭（即多目標重返大氣層載具ＭＩＲＶ）。
請繼續往下閱讀...

中央軍委聯合參謀部作戰局副局長蔡志軍說，「十一」動員的兵力包括一．五萬名官兵、戰機與轟炸機等各型飛機逾一六○架和五八○套裝備；閱兵按閱兵式與分列式兩個步驟進行，共約八十分鐘，並強調許多新武器「將是首次展現」；至於是否包括東風四十一型，則請外界「拭目以待」。

中國人民解放軍目前致力於研發新型戰機、航空母艦及核動力潛艦。由於中國領導高層欲掌控日本、南韓、越南、菲律賓與其他政府也聲索權利的航道及海域，因此愈來愈亟需可投射中國軍力的能力。瑞典「斯德哥爾摩國際和平研究所」（ＳＩＰＲＩ）研究員魏茲曼（Siemon Wezeman）說，包括美軍在內，許多觀察家認為，中國和美國軍事差距已漸拉近。
中國社群媒體上也流傳幾張模糊照片，顯示中國研發的無人攻擊機「利劍」與「武震八」（DR-8）也參與閱兵預演。魏茲曼指出，這次閱兵可能也有助外界得知更多中國軍事計畫。分析家也想藉此機會了解中國的軟體、電子和無線控制網絡。",2019-09-30,"ltn"
"《本週熱點》中國十一國慶 港人發動「三罷」","https://news.ltn.com.tw/news/politics/paper/1321489","本週熱點
10月1日／中共慶祝建政70週年，北京當局將舉行閱兵等數十年來規模最龐大的慶祝活動。香港「民間人權陣線」當天將發起「人民歸來」大遊行，主題是「沒有國慶，只有國殤」。香港13所大專院校學生會也號召港人於10月1日至7日再度發動「三罷」（罷工、罷市、罷課）行動。
10月1日／多項交通新制1日起上路，包括騎電動自行車擅自變更裝置罰1800到5400元、時速逾25公里罰900到1800元、未戴安全帽罰300元等，民眾小心勿觸法。
請繼續往下閱讀...

10月6日／今年度「美台國防工業會議」在美國馬里蘭州埃利科特市登場，我國將由國防部副部長張冠群上將率產、官、學界出席，和美方代表就工業合作等國防議題交換意見。",2019-09-30,"ltn"
"習近平若越集權  美智庫專家：中國經濟越糟、越不穩定","https://news.ltn.com.tw/news/business/breakingnews/2930675","美國智庫專家指出，中國習近平（左）的集權，並不會比美國的民主體制更穩定或更持久，甚至可能是中國經濟衰退的元凶。右為美國總統川普。（彭博）
〔即時新聞／綜合報導〕中國國家主席習近平自2013年上任以來便越趨極權，懲處數以百萬計官員，還取消自己的任期限制，不但如此，習近平上任之後的中國，向外擴張的野心也越來越強，但美國智庫專家示警，在看似要君臨天下的表象下，為中國帶來的可能是更多的脆弱及不確定性，也削弱的中國的經濟表現。
普立茲獎得主，目前擔任美國智庫「大西洋理事會」（Atlantic Council）執行長的凱佩（Frederick Kempe）投書《CNBC》，並以「習近平前所未有地抓住權力、讓中國付出極大的穩定代價」為題，凱佩在文中以約70%的篇幅，細數習近平過去控制權力，以及向外擴張等種種「豐功偉業」。
凱佩提到了習近平的修憲、懲處150萬官員的反腐運動，所有「關心自己前途」的學術單位及智庫，都要學習「習近平思想」，中國外交部長王毅宣稱中國的「國際聲望」已達「歷史高峰」，要開始尋求「領導重塑國際秩序」，而即將到來的建國70年閱兵，更與面臨彈劾的美國總統川普形成對比，再再地向外界透露「這是中國的時代」。
但凱佩在文末卻話鋒一轉，提到美國智庫「美國外交關係協會」（CFR）專家易名（Elizabeth Economy）曾指出，集中權力不是好事，事實上這可能是中國經濟停滯的元凶，因為高效率的私人企業因此遭到打壓，許多中企在海外更面臨質疑，因為外界會擔憂這些中企淪為黨的爪牙。
凱佩直言，盛大閱兵之後的習近平，要面臨的卻是中國的經濟放緩、人口老化、香港示威、台獨聲浪、黨內低效等問題，凱佩也提到，當中國共產黨過度控制一切時，黨的效率低弱是「必然」，看似最強大的領導人，卻可能成為「最脆弱的」，因為所有的問題都將直接落到他身上。
因此文末凱佩總結，美國當前的政治亂局所反映的制度，不見得比中國更不穩定、更難長久，這可能是習近平閱兵之後所該擔心的。",2019-09-29,"ltn"
"中國國慶氣球飄1000公里！ 日男竟在北海道撿到","https://news.ltn.com.tw/news/world/breakingnews/2930582","中華人民共和國十一國慶在即，中國為慶祝建政70週年，今年預定在北京舉行大閱兵，不過距離中國至少相距1000公里的日本北海道，竟然撿到了一顆疑似為慶祝中國國慶的紅色氣球。（圖擷取自每日新聞推特）
〔即時新聞／綜合報導〕中華人民共和國十一國慶在即，中共為慶祝建政70週年，今年預定在北京舉行大閱兵，不過距離中國至少相距1000公里的日本北海道，竟然撿到了一顆疑似為慶祝中國國慶的紅色氣球。
綜合媒體報導，一名69歲日本男子日前在北海道知床半島的一海岸線附近，撿到一顆上面寫有「慶祝中華人民共和國成立70週年」的紅色氣球，這顆氣球為雙層設計，外面為直徑約27公分的透明氣球，裡面裝有直徑約13公分的紅色氣球，紅色氣球上面寫「盛世華誕，慶祝中華人民共和國成立70週年」。
請繼續往下閱讀...

據悉，北海道的知床半島與中國最短距離相距1000公里；釧路氣象台表示，由於不清楚氣球中氣體的種類和容量，也不清楚這顆氣球何時升空，所以不好進行判斷，不過，這顆氣球有可能是被距地面6000到9000米高空的偏西風吹過來。

1000<U+30AD><U+30ED>以上離<U+308C><U+305F>中<U+56FD><U+304B><U+3089>？ 北海道<U+30FB>知床<U+306B>赤<U+3044>風船<U+304C>飛<U+6765> https://t.co/Z39U289hhP
",2019-09-29,"ltn"
"中國十一將登場 爆維權人士「被監控、被旅遊」","https://news.ltn.com.tw/news/world/breakingnews/2930418","中國十一國慶即將登場，北京全城戒備森嚴。（法新社）
〔即時新聞／綜合報導〕中國「十一國慶」即將登場，北京市內戒備森嚴，當局佈署多名特警和武警車輛在天安門周圍駐守，街道上還有許多警員和便衣警員進行巡邏。近日卻傳出有維權人士和異見人士不僅被監控還「被旅行」，被國保人員帶往外地旅遊。
據《香港電台》報導，北京市目前已進入「全城警戒」狀態，鳥類、氣球和無人機一律不准飛上天空，甚至傳出醫院和旅館都遭到管制。一間在三環內的餐廳，近日因在街上擺放桌椅招待客人，被罰900元人民幣（約新台幣4千元）。
請繼續往下閱讀...

「十一國慶」期間，中國當局更持續加強監控維權人士和異見人士，「天安門母親」運動發起人之一的丁子霖和發言人尤維潔的住處，都接獲通知，稱將會派人到其住所24小時站崗監控。
不僅被監控，還有人遭到「被旅遊」，獨立記者高瑜被國保人員帶到外地旅遊，另外，中國維權人士胡佳說，8月初當局已安排國保人員跟著他，直到本月閱兵演練期間，還被帶往天津和廣東，在警察的監控下生活。",2019-09-29,"ltn"
"近2千重機會師西螺 漫遊嘗美食","https://news.ltn.com.tw/news/life/paper/1321228","重機齊聚福興宮廟埕，吸引車迷朝聖。（記者林國賢攝）
〔記者林國賢／雲林報導〕二○一九全國重機大會師昨日在西螺登場，來自各地近二千輛重機齊聚，分別停駐西螺大橋、福興宮廟前廣場，場面壯觀，吸引不少車迷朝聖，車友們也漫遊西螺小鎮吃美食，氣氛熱鬧滾滾。
熱愛攝影的西螺鎮民魏進福五年前為行銷西螺之美，邀請一支重機車隊騎車來西螺創造話題，卻意外促成全國重機每年西螺會師，從第一年一八八輛重機到今年已有近二千輛共襄盛舉。
請繼續往下閱讀...


昨天上午，來自各地重機車友陸續抵達西螺，在交通人員指揮下，於西螺大橋西側，BMW、DUCATI、KAWASAKI等品牌重機一字排開，福興宮廟埕也停滿重機，除了重機外型吸睛外，騎士安全帽、服裝等配備更是爭奇鬥豔，吸引許多車迷朝聖。
重機車全國促進會理事長洪宗寶表示，西螺是一個對重機友善的美麗小鎮，每年大會師車友都能感受鎮民的熱情，與讓人回味無窮的美食小吃，每年吸引愈來愈多車友參加。

西螺福興宮董事長楊文鐘表示，每年西螺媽祖太平媽遶境大會香起駕時，車友都來護送媽祖出城，今年大會師活動安排車友們到市區「漫遊」小鎮，藉由活動帶動西螺觀光，推廣西螺在地名產與特產。
來自桃園的車友林先生表示，他已經是第三次參加西螺大會師活動，印象比較深刻的美是烤鵝麵、九層粿等美食小吃，也會到福興宮祈福，最舒服的路段是騎在西螺大橋上，紅色的橋相當漂亮。",2019-09-29,"ltn"
"自由廣場》撐港 台灣不能缺席","https://news.ltn.com.tw/news/opinion/paper/1321016","◎ 劉一德
為聲援香港「反送中」運動，二十四個台灣民團將於本週日、中國國慶大規模閱兵前兩天，舉行「九二九撐港反極權」遊行。
於此同時，美國總統川普二十四日在聯合國演講時，就香港局勢問題，嚴厲要求中共必須遵守《中英聯合聲明》給予港人自治權，保護香港的民主、自由和法治，美國將持續「監察」等。美國參眾兩院的外交委員會更於二十五日分別通過《香港人權與民主法》，要求美國總統針對涉及侵犯香港人權者，透過凍結資產、撤銷簽證、禁止入境等加以制裁。相較之下，在美中「新冷戰」居關鍵地位，受美國鼎力支持、而受中國強烈霸凌的台灣，似顯得消極。
在幾個月來的抗爭過程中，台灣民間熱情贊助安全帽、面罩等物資，學生在各校設立「連儂牆」，加上集會遊行，給足香港溫暖。反觀政府，除了口頭上的譴責之外，對於保護香港異議人士，以模糊不清的《港澳條例》來規避。對於義守、文化及東吳大學等中生破壞「連儂牆」，攻擊港生事件，校方為學費收入考量，迎合中生，限制港生表達意見，意圖粉飾太平。更不要說，立法院對於制裁侵犯中國及香港人權的《中國暨香港人權與民主法》裝聾作啞；已進入協商中的《難民法》也無疾而終。一切都讓人有懼中恐中，自我節制的感覺。
由於美國全球戰略布局的調整，川普扮演了二次大戰以來最挺台灣的美國總統。因此，在「印太戰略」同盟基礎上，與美國合作抗中，台灣應該毫無懸念。在自由、民主、人權價值的基本立場上，台灣與香港同樣面臨中共政權的壓迫，危急存亡，更是命運共同體。台灣民眾聲援香港人民「反送中」的五大訴求，明確拒絕「一中和平協議」及「一國兩制」，等同幫助自己。換言之，在美國最需要合作、香港最需要幫助的時刻，台灣說什麼都不能缺席。
「九二九撐港反極權」遊行前夕，呼籲政府及立法院應體察國際變局、國家需要及民意趨向，啟動《中國暨香港人權與民主法》及《難民法》之立法；對於在校園撒野的中國學生，除要求學校依校規處理外，違法者應依法處理，並將其遣送回中國。
（作者為台聯黨主席）",2019-09-28,"ltn"
"中國加大審查國內電影 外媒：意外讓美國好萊塢有機可乘！","https://news.ltn.com.tw/news/business/breakingnews/2927874","《Business Insider》報導，專家指出，中共建政70週年前夕，中國政府加大對國內電影審查的力道，反而使得好萊塢電影獲得優勢。（資料照，路透）
〔財經頻道／綜合報導〕美國好萊塢電影對中國票房的依賴日漸增加，隨著美中貿易戰持續擾動市場，引發好萊塢電影可能失去中國市場的擔憂；然而《Business Insider》報導，專家指出，中共建政70週年前夕，中國政府加大對國內電影審查的力道，反而使得好萊塢電影獲得優勢。
專家指出，中國對自家電影的審查愈來愈嚴格，反而給了美國電影機會填補市場需求；10月1日當天中國將在北京天安門廣場舉行的「十一大閱兵」，而加大對電影內容的審查則是準備工作的一環。
今年夏天有多部大手筆的中國國產電影如《八佰》、《刀背藏耳》、《小小的願望》和《少年的你》等，接連在上映前被宣佈下架；這些電影被封殺都沒有明確的原因，但普遍被認為是中國加大了審查的力道。
電影專家、南加州大學東亞研究中心主任駱思典（Stanley Rosen）向《Business Insider》表示，任何與共產黨歷史有關，或者有爭議性的事情，尤其是關於中國的過去，都不允許在中國電影院播出，當局會說禁播是由於「技術因素」，但基本上就是審查。
報導指出，中國是好萊塢電影重要的市場之一，原本好萊塢製片們擔心，美國電影可能會成為貿易戰的籌碼，例如禁止進口好萊塢電影等；然而北京在今夏禁播國產大作，確實為好萊塢電影帶來巨大的優勢，包括《復仇者聯盟》、《獅子王》、《蜘蛛人：離家日》等皆創下票房佳績。
不過，審查並非好萊塢電影意外在中國取得成功的唯一因素，市場研究機構IHS Markit電影產業分析師Xin Zhang指出，中國電影產業仍不到非常成熟，目前還無力抵制美國電影，如美國、英國等每年能出產約700部電影，但中國約只有300部，中國的觀眾也需要多元的選擇。",2019-09-26,"ltn"
"中共70週年國慶十一閱兵 將有27名將軍走方隊","https://news.ltn.com.tw/news/world/breakingnews/2927452","10月1日北京天安門廣場所舉行的「十一大閱兵」，將會出現27名將軍走方隊的畫面。（美聯社）
〔即時新聞／綜合報導〕中華人民共和國成立70週年國慶即將到來，10月1日當天將在北京天安門廣場舉行的「十一大閱兵」，除了可能有新式武器亮相外，還會出現27名將軍走方隊的畫面。
據中國《央視》報導，今年為中國國慶70週年，將首次出現的領導指揮方隊，參閱的352人來自24個單位，其中包括27名將軍，不僅是國慶70週年參閱方隊中將軍人數最多的方隊，其中包括女性將軍，同此也創造了歷年單個方隊將軍數量之最，參與人員最大的59歲，最小的24歲，共有將軍、大校（介於少將和上校之間）、上校、中校、少校和上尉14個排面，陸、海、空、火箭軍和武警部隊各呈5路縱隊。
請繼續往下閱讀...

《央視》指出，領導指揮方隊是中國人民解放軍閱兵史上第一支由軍委機關、五大戰區、各軍種和武警部隊抽組指揮人員組成的方隊，標誌著解放軍聯合作戰體系實現了整體性重塑重構。",2019-09-26,"ltn"
"中共建政70週年將至 北京有這些嚴格限制","https://news.ltn.com.tw/news/world/breakingnews/2927243","中共當局將在10月1日舉辦閱兵與遊行。（路透）
〔即時新聞／綜合報導〕中共建政70週年慶祝將於10月1日舉辦，由於近十年中國經濟發展快速，加上近來與美國進行貿易戰，慶祝活動將被視為振奮中國人心的機會，北京也為此進行嚴格管控，確保慶祝活動順利進行。
《BBC中文網》報導，由於中共建政70週年將至，北京市出現諸多限制，包括「多個區域被封鎖，區域內的飯店、超市歇業」、「地鐵也有多個站點關閉」、「閱兵的長安街高樓層窗戶都要貼上反光條或拉上窗簾」、「核心區域住宅區被封鎖，當地居民出示身分證才能進出」、「市中心禁止放風箏、無人機、放飛鴿子」、「對講機、無線麥克風也禁用」、「河北天津一帶的煤電廠和工地停工」、「本月24日至10月3日，北京市中心停止快遞寄送」。
請繼續往下閱讀...

報導指出，中共當局將在10月1日舉辦閱兵與遊行、文藝演出、煙火表演，中國領導人習近平將發表談話，官媒也瘋狂宣傳，同時中國社交平台也刪除「侮辱」中國歷史的內容。",2019-09-26,"ltn"
"929撐港遊行記者會 未見國親立委","https://news.ltn.com.tw/news/world/paper/1320606","二十五日又有大批香港民眾在商場聚集，高舉五指強調「五大訴求，缺一不可」，並合唱「願榮光歸香港」。（美聯社）
〔記者彭琬馨、鍾麗華／台北報導〕由多個民團與香港邊城青年共同發起的「九二九撐港反極權」遊行活動，昨邀請跨黨派立委共同在立法院召開記者會，呼籲台灣社會在香港面臨中共政權壓迫的危急存亡之秋，應現身力挺。除國、親兩黨立委未出席外，民進黨立委蘇巧慧、鄭運鵬，無黨籍立委林昶佐與多位立委參選人都出席與會，時代力量則僅派秘書長吳佩芸代表出席。
九月廿九日的大遊行，適逢中共建政七十週年國慶大規模閱兵前夕，集會遊行也將串聯全球，向北京和港府施壓，目前至少已有十國民眾響應。據了解，民進黨中央廿四日已對台北、新北黨部發出鼓勵動員公文，黨主席卓榮泰、秘書長羅文嘉、副秘書長林飛帆等人也將參與。
請繼續往下閱讀...


發起團體代表今也將拜會民進黨與時代力量黨中央，說明活動訴求。林昶佐說，在國際社會支持聲援香港的時刻，台灣絕對不能缺席，這不只是因為台灣與香港同樣站在對抗威權中國的第一線，也是因為香港是台灣的老朋友，在老朋友需要幫忙的此刻，「你的選擇就證明你跟誰站在一起」，他並呼籲國民黨立委，要證明自己不是中國代言人，「最清楚的方式就是回應老朋友的呼喚」。
蘇巧慧說，四十年前台灣經歷美麗島事件，民主前輩用血淚打開民主大門，四十年後，台灣人此刻能站出來給香港溫暖，證明只要相信的價值是正確的，永遠都會有朋友。民進黨立委參選人賴品妤說，作為對抗中共的第一線，香港與台灣才是一家親；台灣人也應該對此更加警惕，全台灣所有政治人物都應該站出來表態。
對此，中國國台辦發言人馬曉光昨在例行記者會聲稱，「民進黨當局和『台獨』勢力為了撈取私利，無視香港和台灣民眾的福祉，煽風點火，推波助瀾，禍港、亂港之心昭然若揭。」
對此，陸委會表示，我們是民主自由的國家，對於各項依法辦理的集會遊行，予以尊重。在民主國家，集會遊行、表達意見是極其自然平常，專制獨裁的中共或許很難體會，才會猶如驚弓之鳥。",2019-09-26,"ltn"
"國安會︰中國介選 可能再奪我邦交國","https://news.ltn.com.tw/news/politics/paper/1320566","國安會昨公布「中國升高對台威脅與介選之綜合研析」摘要報告。（翻攝自總統府網站）
〔記者楊淳卉／台北報導〕中國近來加強對台施壓恫嚇，國安會「因應兩岸關係新情勢專案小組」廿三日召開會議，提出「中國升高對台威脅與介選之綜合研析」專案報告，指中國升高對台威脅及介入二○二○選舉，對台威脅的可能動向，包括加大力道繼續斷我邦交國，年底前可能再斷我一到兩個邦交國；持續增加經貿限縮，威脅終止ECFA；對台海周邊海域劃設演習禁航區；不排除特定狀況下對台極限施壓，包括明訂統一時間表等。

國安會指出，中國現階段對台灣是採取複合性的威脅，具體作為是從台灣外部及內部多管齊下，交互配合運用。在外部，採取較小成本的軍事威懾，配合在外交、政治及經濟上高強度的施壓；在內部則利用網路及媒體，散布爭議訊息，操作台灣輿論走向，並加強對台灣社會的滲透，由其在台政治代理人進行各種影響台灣內部民心士氣及干擾選舉的言行。
請繼續往下閱讀...

至於中國升高對台灣威脅的可能動向，國安會明確指出四個面向，包括霸凌式的外交打壓、窒息性的經濟施壓、激化對立的政治操作、恫嚇式的軍事威懾。
外交方面，國安會研判，中國可能升高對台灣的國際打壓，包括加大力道繼續斷我邦交國，年底前可能再斷我一至二個邦交國；強力反制美國、日本、歐盟等友好國家對台灣的各種形式聲援。在聯合國、「國際民航組織」（ICAO）、「國際刑警組織」（INTERPOL）、「聯合國氣候變化綱要公約」（UNFCCC）等打壓支持台灣的國際行動。
經濟方面，國安會研判，中國可能持續增加的經貿限縮措施，包括進一步限縮陸客、陸生、陸資來台，擴大縮減兩岸航班、暫停兩岸貨幣清算及限縮金融往來、要求代表性台商及重量級企業人士政治表態、威脅終止ECFA。
報告指出，中國不排除特定狀況下對台極限施壓，若中國陷入內部鬥爭或動亂等極端情況，或主觀上認為可以全面扭轉台灣內部選情的考量下，則不排除對台灣採取短期的極限施壓，並在選舉結束後逐步停止。
國安會研判，中國在特殊狀況下可能有的極限作為，包括明訂統一時間表及「一國兩制台灣方案」；訂定對台法律（「反分裂國家法實施細則」、「國家統一法」）。
軍事方面，中國可能逐步升高軍事行動，藉十一大閱兵及十月底北京香山論壇擴大威嚇；持續實施對台針對性演訓；作戰艦船駛進我鄰接區海域；於台灣周邊海域劃設演習禁航區。",2019-09-26,"ltn"
